"ID","gene","pathway"
"1489","GRMZM2G382534","zeaxanthin biosynthesis"
"1490","GRMZM2G382534","zeaxanthin biosynthesis"
"1491","GRMZM2G106263","mevalonate pathway I"
"1492","GRMZM2G393334","folate polyglutamylation"
"1493","GRMZM2G393334","tetrahydrofolate biosynthesis (mitochondrial)"
"1494","GRMZM2G055899","isoleucine degradation I"
"1495","GRMZM2G055899","isoleucine biosynthesis I (from threonine)"
"1496","GRMZM2G055899","leucine degradation I"
"1497","GRMZM2G055899","leucine biosynthesis"
"1498","GRMZM2G055899","leucine degradation III"
"1499","GRMZM2G055899","pantothenate biosynthesis I"
"1500","GRMZM2G055899","valine degradation II"
"1501","GRMZM2G055899","valine degradation I"
"1502","GRMZM2G055899","valine biosynthesis"
"1503","GRMZM5G860824","isoleucine degradation I"
"1504","GRMZM5G860824","isoleucine biosynthesis I (from threonine)"
"1505","GRMZM5G860824","leucine degradation I"
"1506","GRMZM5G860824","leucine biosynthesis"
"1507","GRMZM5G860824","leucine degradation III"
"1508","GRMZM5G860824","pantothenate biosynthesis I"
"1509","GRMZM5G860824","valine degradation II"
"1510","GRMZM5G860824","valine degradation I"
"1511","GRMZM5G860824","valine biosynthesis"
"1512","GRMZM2G168281","5-aminoimidazole ribonucleotide biosynthesis I"
"1513","GRMZM2G168281","tetrahydrofolate salvage from 510-methenyltetrahydrofolate"
"1514","GRMZM2G175797","flavonol biosynthesis"
"1515","GRMZM2G175797","flavonol biosynthesis"
"1516","GRMZM2G115841","phenylalanine biosynthesis II"
"1517","GRMZM2G115841","phenylalanine biosynthesis I"
"1518","GRMZM2G134426","arginine biosynthesis II (acetyl cycle)"
"1519","GRMZM2G134426","ornithine biosynthesis"
"1520","GRMZM2G134426","arginine biosynthesis II (acetyl cycle)"
"1521","GRMZM2G134426","ornithine biosynthesis"
"1522","GRMZM2G134426","arginine biosynthesis II (acetyl cycle)"
"1523","GRMZM2G134426","ornithine biosynthesis"
"1524","GRMZM2G122853","betanidin degradation"
"1525","GRMZM2G381376","ethylene biosynthesis from methionine"
"1526","GRMZM2G381376","methionine degradation I (to homocysteine)"
"1527","GRMZM2G381376","<i>S<i>-adenosyl-L-methionine cycle II"
"1528","GRMZM2G381376","2-deoxymugineic acid phytosiderophore biosynthesis"
"1529","GRMZM2G381376","S-adenosyl-L-methionine biosynthesis"
"1530","GRMZM2G085111","salvage pathways of pyrimidine ribonucleotides"
"1531","GRMZM2G039396","chlorophyllide <i>a<i> biosynthesis I"
"1532","GRMZM2G039396","heme biosynthesis from uroporphyrinogen-III I"
"1533","GRMZM2G140885","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"1534","GRMZM2G140885","aerobic respiration -- electron donor II"
"1535","GRMZM2G140885","NADNADH phosphorylation and dephosphorylation"
"1536","GRMZM2G140885","cyanate degradation"
"1537","GRMZM2G081462","chlorophyllide <i>a<i> biosynthesis I"
"1538","GRMZM2G081462","chlorophyllide <i>a<i> biosynthesis I"
"1539","GRMZM2G081462","chlorophyllide <i>a<i> biosynthesis I"
"1540","GRMZM2G082214","histidine biosynthesis"
"1541","GRMZM2G082214","histidine biosynthesis"
"1542","GRMZM2G043782","threonine biosynthesis from homoserine"
"1543","GRMZM2G043782","methionine biosynthesis II"
"1544","GRMZM2G120857","leucine biosynthesis"
"1545","GRMZM2G120857","TCA cycle variation III (eukaryotic)"
"1546","GRMZM2G120857","glutamine biosynthesis III"
"1547","GRMZM2G136158","betanidin degradation"
"1548","GRMZM2G175071","leucine degradation I"
"1549","GRMZM2G041308","betanidin degradation"
"1550","GRMZM2G037156","betanidin degradation"
"1551","GRMZM2G029731","histidine biosynthesis"
"1552","GRMZM2G029731","<i>myo<i>-inositol biosynthesis"
"1553","GRMZM2G029731","phytate degradation I"
"1554","GRMZM2G029731","D-<i>myo<i>-inositol (145)-trisphosphate degradation"
"1555","GRMZM2G381933","riboflavin biosynthesis I (plastidic)"
"1556","GRMZM2G381933","riboflavin biosynthesis I (cytosolic)"
"1557","GRMZM2G146031","phenylpropanoid biosynthesis"
"1558","GRMZM2G146031","phenylpropanoid biosynthesis"
"1559","GRMZM2G146031","brassinosteroid biosynthesis II"
"1560","GRMZM2G017285","phenylpropanoid biosynthesis"
"1561","GRMZM2G017285","phenylpropanoid biosynthesis"
"1562","GRMZM2G017285","brassinosteroid biosynthesis II"
"1563","GRMZM2G017555","glycolysis III"
"1564","GRMZM2G017555","glycolysis I"
"1565","GRMZM2G017555","glycolysis IV (plant cytosol)"
"1566","GRMZM2G017555","homogalacturonan degradation"
"1567","GRMZM2G416836","trehalose biosynthesis I"
"1568","GRMZM2G416836","trehalose biosynthesis I"
"1569","GRMZM2G416817","triacylglycerol degradation"
"1570","GRMZM2G323558","homogalacturonan degradation"
"1571","GRMZM2G058404","geranylgeranyldiphosphate biosynthesis"
"1572","GRMZM2G058404","nonaprenyl diphosphate biosynthesis III"
"1573","GRMZM2G029845","adenosine nucleotides degradation I"
"1574","GRMZM2G082185","cysteine biosynthesis I"
"1575","GRMZM2G003853","plant sterol biosynthesis"
"1576","GRMZM2G051842","adenine and adenosine salvage VI"
"1577","GRMZM2G322047","monoterpene biosynthesis"
"1578","GRMZM2G036290","methylerythritol phosphate pathway"
"1579","GRMZM5G860137","mevalonate pathway I"
"1580","GRMZM5G860137","isoleucine degradation I"
"1581","AC194633.3_FG014","arginine biosynthesis II (acetyl cycle)"
"1582","AC194633.3_FG014","ornithine biosynthesis"
"1583","AC194633.3_FG014","arginine biosynthesis II (acetyl cycle)"
"1584","AC194633.3_FG014","ornithine biosynthesis"
"1585","AC194633.3_FG014","arginine biosynthesis II (acetyl cycle)"
"1586","AC194633.3_FG014","ornithine biosynthesis"
"1587","GRMZM2G069195","glycolysis III"
"1588","GRMZM2G069195","Calvin-Benson-Bassham cycle"
"1589","GRMZM2G069195","gluconeogenesis I"
"1590","GRMZM2G069195","glycolysis I"
"1591","GRMZM2G069195","glycolysis IV (plant cytosol)"
"1592","GRMZM2G095757","phospholipid biosynthesis II"
"1593","GRMZM2G095757","phosphatidylethanolamine biosynthesis I"
"1594","GRMZM2G566786","tRNA charging pathway"
"1595","GRMZM2G566786","tRNA charging pathway"
"1596","GRMZM2G566786","tRNA charging pathway"
"1597","GRMZM5G858471","tRNA charging pathway"
"1598","GRMZM5G858471","tRNA charging pathway"
"1599","GRMZM5G858471","tRNA charging pathway"
"1600","GRMZM2G140754","tRNA charging pathway"
"1601","GRMZM2G438998","D-mannose degradation"
"1602","GRMZM2G438998","mannitol degradation II"
"1603","GRMZM2G438998","GDP-mannose biosynthesis"
"1604","GRMZM2G438998","ascorbate biosynthesis I (L-galactose pathway)"
"1605","GRMZM2G133552","betanidin degradation"
"1606","GRMZM2G172368","UDP-glucose biosynthesis (from glucose 6-phosphate)"
"1607","GRMZM2G174343","triacylglycerol biosynthesis"
"1608","GRMZM2G018177","glycolysis III"
"1609","GRMZM2G018177","Calvin-Benson-Bassham cycle"
"1610","GRMZM2G018177","glycolysis I"
"1611","GRMZM2G018177","glycolysis IV (plant cytosol)"
"1612","GRMZM2G481843","very long chain fatty acid biosynthesis"
"1613","GRMZM2G181266","fatty acid &beta;-oxidation II (core pathway)"
"1614","GRMZM2G181266","fatty acid &beta;-oxidation IV (unsaturated even number)"
"1615","GRMZM2G181266","valine degradation I"
"1616","GRMZM2G181266","jasmonic acid biosynthesis"
"1617","GRMZM2G181266","jasmonic acid biosynthesis"
"1618","GRMZM2G181266","jasmonic acid biosynthesis"
"1619","GRMZM2G181266","4-hydroxybenzoate biosynthesis V"
"1620","GRMZM2G181266","&beta;-alanine biosynthesis II"
"1621","GRMZM2G181266","fatty acid &beta;-oxidation IV (unsaturated even number)"
"1622","GRMZM2G181266","fatty acid &beta;-oxidation IV (unsaturated even number)"
"1623","GRMZM2G181266","isoleucine degradation I"
"1624","GRMZM2G110063","phosphate acquisition"
"1625","GRMZM2G110063","phosphate utilization in cell wall regeneration"
"1626","GRMZM2G110063","NADNADH phosphorylation and dephosphorylation"
"1627","GRMZM2G139600","&gamma;-glutamyl cycle"
"1628","GRMZM2G139600","hypoglycin biosynthesis"
"1629","GRMZM2G123365","triacylglycerol degradation"
"1630","GRMZM2G038821","valine biosynthesis"
"1631","GRMZM2G038821","isoleucine biosynthesis I (from threonine)"
"1632","GRMZM2G038821","pyruvate fermentation to ethanol II"
"1633","GRMZM2G038821","acetaldehyde biosynthesis II"
"1634","GRMZM2G038821","acetaldehyde biosynthesis I"
"1635","GRMZM2G038821","valine degradation II"
"1636","GRMZM2G038821","leucine degradation III"
"1637","GRMZM2G469298","plant sterol biosynthesis"
"1638","GRMZM2G081848","chorismate biosynthesis I"
"1639","GRMZM2G127308","alanine degradation II (to D-lactate)"
"1640","GRMZM2G127308","alanine biosynthesis II"
"1641","GRMZM2G127308","isoleucine degradation I"
"1642","GRMZM2G127308","isoleucine biosynthesis I (from threonine)"
"1643","GRMZM2G127308","leucine degradation I"
"1644","GRMZM2G127308","leucine biosynthesis"
"1645","GRMZM2G127308","leucine degradation III"
"1646","GRMZM2G127308","pantothenate biosynthesis I"
"1647","GRMZM2G127308","valine degradation II"
"1648","GRMZM2G127308","valine degradation I"
"1649","GRMZM2G127308","valine biosynthesis"
"1650","GRMZM2G127308","histidine biosynthesis"
"1651","GRMZM2G127308","phenylalanine biosynthesis I"
"1652","GRMZM2G127308","IAA biosynthesis I"
"1653","GRMZM2G061969","phospholipases"
"1654","GRMZM2G061969","choline biosynthesis III"
"1655","GRMZM2G107639","ethylene biosynthesis from methionine"
"1656","GRMZM2G107639","histidine biosynthesis"
"1657","GRMZM2G457929","cytokinins-<i>O<i>-glucoside biosynthesis"
"1658","GRMZM2G457929","cytokinins-<i>O<i>-glucoside biosynthesis"
"1659","GRMZM2G095280","IAA conjugate biosynthesis I"
"1660","GRMZM2G095280","cytokinins-<i>O<i>-glucoside biosynthesis"
"1661","GRMZM2G095280","cytokinins-<i>O<i>-glucoside biosynthesis"
"1662","GRMZM2G402211","glycolysis III"
"1663","GRMZM2G402211","glycolysis I"
"1664","GRMZM2G402211","glycolysis IV (plant cytosol)"
"1665","GRMZM2G402211","glycolysis IV (plant cytosol)"
"1666","GRMZM2G080375","glycolysis III"
"1667","GRMZM2G080375","glycolysis I"
"1668","GRMZM2G080375","glycolysis IV (plant cytosol)"
"1669","GRMZM2G147882","gibberellin inactivation I (2&beta;-hydroxylation)"
"1670","GRMZM2G147882","gibberellin biosynthesis III (early C-13 hydroxylation)"
"1671","GRMZM2G147882","flavonol biosynthesis"
"1672","GRMZM2G147882","syringetin biosynthesis"
"1673","GRMZM2G087146","phosphatidylcholine biosynthesis I"
"1674","GRMZM2G087146","choline biosynthesis I"
"1675","GRMZM2G087146","phosphatidylethanolamine biosynthesis II"
"1676","GRMZM2G032049","tetrapyrrole biosynthesis I"
"1677","GRMZM2G032049","tRNA charging pathway"
"1678","GRMZM2G032049","tRNA charging pathway"
"1679","GRMZM2G056912","succinate to cytochrome <i>bd<i> oxidase electron transfer"
"1680","GRMZM2G056912","aerobic respiration -- electron donor II"
"1681","GRMZM2G056912","superpathway of glyoxylate cycle"
"1682","GRMZM2G056912","TCA cycle variation III (eukaryotic)"
"1683","GRMZM2G325612","cytokinins degradation"
"1684","GRMZM2G325612","cytokinins degradation"
"1685","GRMZM2G325612","cytokinins degradation"
"1686","GRMZM2G325612","cytokinins degradation"
"1687","GRMZM2G325612","cytokinins degradation"
"1688","GRMZM2G472654","fatty acid &beta;-oxidation III (unsaturated odd number)"
"1689","GRMZM2G472654","fatty acid &beta;-oxidation IV (unsaturated even number)"
"1690","GRMZM2G382379","betanidin degradation"
"1691","GRMZM2G152354","gibberellin inactivation I (2&beta;-hydroxylation)"
"1692","GRMZM2G015037","citrulline biosynthesis"
"1693","GRMZM2G015037","proline biosynthesis I"
"1694","GRMZM2G111710","triacylglycerol degradation"
"1695","GRMZM2G095366","triacylglycerol degradation"
"1696","GRMZM2G046306","triacylglycerol degradation"
"1697","GRMZM2G112686","triacylglycerol degradation"
"1698","GRMZM2G453565","cellulose biosynthesis"
"1699","GRMZM2G071871","tRNA charging pathway"
"1700","GRMZM2G071871","tRNA charging pathway"
"1701","GRMZM2G071871","tRNA charging pathway"
"1702","GRMZM2G010596","pantothenate biosynthesis I"
"1703","GRMZM2G416622","&gamma;-glutamyl cycle"
"1704","GRMZM2G416622","hypoglycin biosynthesis"
"1705","GRMZM2G058491","chlorophyllide <i>a<i> biosynthesis I"
"1706","AC200099.4_FG006","IAA biosynthesis I"
"1707","GRMZM2G014580","IAA biosynthesis I"
"1708","GRMZM2G133720","IAA biosynthesis I"
"1709","GRMZM5G875732","IAA biosynthesis I"
"1710","GRMZM2G075161","IAA biosynthesis I"
"1711","GRMZM2G069295","acyl-CoA hydrolysis"
"1712","GRMZM2G077202","starch degradation"
"1713","GRMZM2G114588","brassinosteroid biosynthesis II"
"1714","GRMZM2G026804","homogalacturonan degradation"
"1715","GRMZM2G111926","aerobic respiration -- electron donor II"
"1716","GRMZM2G343588","phospholipases"
"1717","GRMZM2G343588","choline biosynthesis III"
"1718","GRMZM2G158008","phospholipases"
"1719","GRMZM2G158008","choline biosynthesis III"
"1720","GRMZM2G085402","methyl indole-3-acetate interconversion"
"1721","GRMZM2G085402","triacylglycerol degradation"
"1722","GRMZM2G331566","cellulose biosynthesis"
"1723","GRMZM2G096897","homogalacturonan degradation"
"1724","GRMZM2G002416","acetyl-CoA biosynthesis (from citrate)"
"1725","GRMZM2G002416","TCA cycle variation III (eukaryotic)"
"1726","GRMZM2G121278","homogalacturonan degradation"
"1727","GRMZM2G061088","betanidin degradation"
"1728","GRMZM2G054123","ethylene biosynthesis from methionine"
"1729","GRMZM2G054123","methionine degradation I (to homocysteine)"
"1730","GRMZM2G054123","<i>S<i>-adenosyl-L-methionine cycle II"
"1731","GRMZM2G054123","2-deoxymugineic acid phytosiderophore biosynthesis"
"1732","GRMZM2G054123","S-adenosyl-L-methionine biosynthesis"
"1733","GRMZM2G335657","valine degradation I"
"1734","GRMZM2G335657","glycerol degradation I"
"1735","GRMZM2G335657","acetyl-CoA biosynthesis (from pyruvate)"
"1736","GRMZM2G335657","glycerol degradation IV"
"1737","GRMZM2G335657","glycerol-3-phosphate shuttle"
"1738","GRMZM2G335657","2-ketoglutarate dehydrogenase complex"
"1739","GRMZM2G335657","glycine cleavage complex"
"1740","GRMZM2G098912","homogalacturonan degradation"
"1741","GRMZM2G022782","sucrose degradation I"
"1742","GRMZM2G022782","glycogen degradation II"
"1743","GRMZM2G022782","glycogen degradation I"
"1744","GRMZM2G022782","sucrose degradation III"
"1745","GRMZM2G132903","fatty acid &beta;-oxidation II (core pathway)"
"1746","GRMZM2G132903","fatty acid &beta;-oxidation IV (unsaturated even number)"
"1747","GRMZM2G132903","valine degradation I"
"1748","GRMZM2G132903","fatty acid &beta;-oxidation II (core pathway)"
"1749","GRMZM2G132903","jasmonic acid biosynthesis"
"1750","GRMZM2G132903","jasmonic acid biosynthesis"
"1751","GRMZM2G132903","jasmonic acid biosynthesis"
"1752","GRMZM2G132903","jasmonic acid biosynthesis"
"1753","GRMZM2G132903","jasmonic acid biosynthesis"
"1754","GRMZM2G132903","jasmonic acid biosynthesis"
"1755","GRMZM2G132903","4-hydroxybenzoate biosynthesis V"
"1756","GRMZM2G132903","4-hydroxybenzoate biosynthesis V"
"1757","GRMZM2G132903","&beta;-alanine biosynthesis II"
"1758","GRMZM2G132903","fatty acid &beta;-oxidation IV (unsaturated even number)"
"1759","GRMZM2G132903","fatty acid &beta;-oxidation IV (unsaturated even number)"
"1760","GRMZM2G132903","isoleucine degradation I"
"1761","GRMZM2G145595","glycerol degradation I"
"1762","GRMZM2G145595","acetyl-CoA biosynthesis (from pyruvate)"
"1763","GRMZM2G145595","glycerol degradation IV"
"1764","GRMZM2G145595","glycerol-3-phosphate shuttle"
"1765","GRMZM2G145595","2-ketoglutarate dehydrogenase complex"
"1766","GRMZM2G145595","glycine cleavage complex"
"1767","GRMZM2G035542","UDP-glucose biosynthesis (from glucose 6-phosphate)"
"1768","GRMZM2G144739","sucrose degradation III"
"1769","GRMZM2G144739","starch degradation"
"1770","GRMZM2G022547","betanidin degradation"
"1771","GRMZM2G326945","adenosine nucleotides <i>de novo<i> biosynthesis"
"1772","GRMZM2G102015","coenzyme A biosynthesis"
"1773","GRMZM2G102015","salvage pathways of pyrimidine ribonucleotides"
"1774","GRMZM2G083836","tRNA charging pathway"
"1775","GRMZM2G083836","tRNA charging pathway"
"1776","GRMZM5G896790","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"1777","GRMZM5G896790","aerobic respiration -- electron donor II"
"1778","GRMZM5G896790","NADNADH phosphorylation and dephosphorylation"
"1779","GRMZM2G049565","acyl-CoA hydrolysis"
"1780","GRMZM2G384871","gluconeogenesis I"
"1781","GRMZM2G384871","superpathway of glyoxylate cycle"
"1782","GRMZM2G027782","homogalacturonan degradation"
"1783","GRMZM2G462239","glycerol degradation I"
"1784","GRMZM2G462239","glycerol degradation IV"
"1785","GRMZM2G462239","glycerol-3-phosphate shuttle"
"1786","GRMZM2G323731","betanidin degradation"
"1787","GRMZM2G060481","palmitate biosynthesis II (bacteria and plants)"
"1788","GRMZM2G060481","palmitate biosynthesis II (bacteria and plants)"
"1789","GRMZM2G060481","palmitate biosynthesis II (bacteria and plants)"
"1790","GRMZM2G060481","palmitate biosynthesis II (bacteria and plants)"
"1791","GRMZM2G060481","palmitate biosynthesis II (bacteria and plants)"
"1792","GRMZM2G060481","stearate biosynthesis II (plants)"
"1793","GRMZM2G354804","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"1794","GRMZM2G354804","aerobic respiration -- electron donor II"
"1795","GRMZM2G354804","NADNADH phosphorylation and dephosphorylation"
"1796","GRMZM2G023840","betanidin degradation"
"1797","GRMZM2G088291","wax esters biosynthesis II"
"1798","GRMZM2G088291","triacylglycerol biosynthesis"
"1799","GRMZM2G047613","methyl indole-3-acetate interconversion"
"1800","GRMZM2G003875","5-aminoimidazole ribonucleotide biosynthesis I"
"1801","GRMZM2G003875","5-aminoimidazole ribonucleotide biosynthesis II"
"1802","GRMZM2G003875","superpathway of 5-aminoimidazole ribonucleotide biosynthesis"
"1803","GRMZM2G168681","linalool biosynthesis"
"1804","GRMZM2G168681","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"1805","GRMZM2G168681","geranyl diphosphate biosynthesis"
"1806","GRMZM2G168681","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
